query,course_id,course_name,relevance_grade,explanation,confidence,judgment_source
UI UX design portfolio,122,Introduction to Data Wise: A Collaborative Process to Improve Learning & Teaching,3,skills matches=3; description matches=2,0.95,AI-assisted
UI UX design portfolio,149,Developing Front End Apps with React,3,skills matches=3; description matches=4,0.95,AI-assisted
UI UX design portfolio,283,Back-end Application Development with Node.js and Express,3,skills matches=3; description matches=2,0.95,AI-assisted
UI UX design portfolio,299,Git and GitHub Basics,3,skills matches=3; description matches=2,0.95,AI-assisted
UI UX design portfolio,2318,Principles of UX/UI Design,3,title matches=3; skills matches=3; description matches=3,0.95,AI-assisted
UI UX design portfolio,6710,Designing User Interfaces and Experiences (UI/UX),3,title matches=3; skills matches=3; description matches=3,0.95,AI-assisted
UI UX design portfolio,8048,Product Design and UX/UI Fundamentals,3,title matches=3; skills matches=3; description matches=3,0.95,AI-assisted
UI UX design portfolio,10040,Interaction Design and UX/UI Principles,3,title matches=3; skills matches=3; description matches=3,0.95,AI-assisted
UI UX design portfolio,14454,UI/UX Design with Sketch: Travel Booking App,3,title matches=3; skills matches=3; description matches=3,0.95,AI-assisted
UI UX design portfolio,15207,Fundamentals of UI/UX Design,3,title matches=3; skills matches=3; description matches=4,0.95,AI-assisted
calculus and linear algebra for engineers,19904,Linear Algebra and Feature Selection in Python,3,title matches=3,0.95,AI-assisted
calculus and linear algebra for engineers,23583,Expressway to Data Science: Essential Math,2,skills matches=3,0.93,AI-assisted
calculus and linear algebra for engineers,23465,Linear Algebra from Elementary to Advanced,2,title matches=2,0.93,AI-assisted
calculus and linear algebra for engineers,17308,Mathematics for Data Science,3,title matches=1; skills matches=3,0.95,AI-assisted
calculus and linear algebra for engineers,8287,Complete Linear Algebra for Data Science & Machine Learning,3,title matches=3,0.95,AI-assisted
calculus and linear algebra for engineers,23562,Mathematics for Engineers,3,title matches=2; skills matches=3,0.95,AI-assisted
calculus and linear algebra for engineers,3,Matrix Algebra for Engineers,3,title matches=3; skills matches=3; subject matches=1; description matches=4,0.95,AI-assisted
calculus and linear algebra for engineers,1575,Mastering Calculus,3,title matches=1; skills matches=5; description matches=6,0.95,AI-assisted
calculus and linear algebra for engineers,1635,Mastering Probability and Statistics,3,title matches=1; skills matches=2; description matches=6,0.95,AI-assisted
calculus and linear algebra for engineers,1736,Mastering Linear Algebra,3,title matches=2; skills matches=5; description matches=6,0.95,AI-assisted
calculus and linear algebra for engineers,2069,Numerical Methods for Engineers,3,title matches=2; skills matches=4; description matches=6,0.95,AI-assisted
calculus and linear algebra for engineers,2446,Linear Algebra for Machine Learning and Data Science,3,title matches=4; skills matches=4; description matches=5,0.95,AI-assisted
calculus and linear algebra for engineers,2195,Mathematics for Machine Learning: Linear Algebra,3,title matches=3; skills matches=4; subject matches=1; description matches=4,0.95,AI-assisted
calculus and linear algebra for engineers,195,Introduction to Linear Models and Matrix Algebra,3,title matches=3; skills matches=4; description matches=4,0.95,AI-assisted
calculus and linear algebra for engineers,785,Linear Algebra I: Vectors and Linear Equations,3,title matches=3; skills matches=4; description matches=5,0.95,AI-assisted
calculus and linear algebra for engineers,1001,Linear Algebra III: Determinants and Eigenvalues,3,title matches=3; skills matches=4; description matches=5,0.95,AI-assisted
calculus and linear algebra for engineers,2467,Lesson | Telephone Language,0,No strong topical match found.,0.45,AI-assisted
calculus and linear algebra for engineers,4191,The Intel® AI Value,0,No strong topical match found.,0.45,AI-assisted
statistics and probability for data science,24599,Introduction to Probability and Data,3,title matches=3,0.95,AI-assisted
statistics and probability for data science,8093,Probability for Statistics and Data Science,3,title matches=6,0.95,AI-assisted
statistics and probability for data science,22944,Probability and Statistics for Business and Data Science,3,title matches=6,0.95,AI-assisted
statistics and probability for data science,23633,Data Science Foundations: Statistical Inference,3,title matches=2; skills matches=3; subject matches=1,0.95,AI-assisted
statistics and probability for data science,20732,What is Data Science?,2,title matches=2,0.93,AI-assisted
statistics and probability for data science,388,Introduction to Probability and Data with R,3,title matches=3; skills matches=4; subject matches=1; description matches=5,0.95,AI-assisted
statistics and probability for data science,94,Data Science: Probability,3,title matches=3; skills matches=5; subject matches=2; description matches=5,0.95,AI-assisted
statistics and probability for data science,110,Data Science: Inference and Modeling,3,title matches=3; skills matches=6; subject matches=3; description matches=6,0.95,AI-assisted
statistics and probability for data science,128,Data Science: Capstone,3,title matches=2; skills matches=5; subject matches=3; description matches=4,0.95,AI-assisted
statistics and probability for data science,243,"Statistics 1 Part 1: Introductory statistics, probability and estimation",3,title matches=3; skills matches=5; subject matches=2; description matches=6,0.95,AI-assisted
statistics and probability for data science,335,Data Science: R Basics,3,title matches=2; skills matches=5; subject matches=3; description matches=5,0.95,AI-assisted
statistics and probability for data science,363,Introduction to Probability,3,title matches=1; skills matches=6; subject matches=3; description matches=6,0.95,AI-assisted
statistics and probability for data science,606,Probability and Statistics in Data Science using Python,3,title matches=5; skills matches=6; subject matches=3; description matches=6,0.95,AI-assisted
statistics and probability for data science,1505,Python for Data Science and Machine Learning,3,title matches=4; skills matches=6; subject matches=3; description matches=5,0.95,AI-assisted
statistics and probability for data science,1516,Statistics and Data Science (General Track),3,title matches=4; skills matches=6; subject matches=3; description matches=6,0.95,AI-assisted
statistics and probability for data science,1517,Statistics and Data Science (Methods Track),3,title matches=4; skills matches=6; subject matches=3; description matches=6,0.95,AI-assisted
statistics and probability for data science,1519,Statistics and Data Science (Social Sciences Track),3,title matches=4; skills matches=6; subject matches=3; description matches=6,0.95,AI-assisted
statistics and probability for data science,1522,Statistics and Data Science (Time Series and Social Sciences Track),3,title matches=4; skills matches=6; subject matches=3; description matches=6,0.95,AI-assisted
learn Spanish for beginners,16629,Learn Spanish: Basic Spanish Vocabulary,2,title matches=2; level match=Beginner,0.95,AI-assisted
learn Spanish for beginners,19418,Fortran For Beginners,2,title matches=2; level match=Beginner,0.95,AI-assisted
learn Spanish for beginners,21626,Elixir for Beginners,2,title matches=2; level match=Beginner,0.95,AI-assisted
learn Spanish for beginners,8696,Webflow For Beginners: How To Use Webflow,2,title matches=2; level match=Beginner,0.95,AI-assisted
learn Spanish for beginners,21648,SoftwareAG webMethods Integration (OnPremise) for Beginners,2,title matches=2; level match=Beginner,0.95,AI-assisted
learn Spanish for beginners,19310,Clojure Fundamentals For Beginners,2,title matches=2,0.93,AI-assisted
learn Spanish for beginners,248,Basic Spanish 2: One Step Further,3,title matches=1; skills matches=1; description matches=4,0.95,AI-assisted
learn Spanish for beginners,599,Basic Spanish 3: Getting there,3,title matches=1; skills matches=1; description matches=4,0.95,AI-assisted
learn Spanish for beginners,761,A travel by Spanish America: Spanish for beginners,3,title matches=3; skills matches=1; description matches=3,0.95,AI-assisted
learn Spanish for beginners,1761,Learn Spanish: Basic Spanish Vocabulary,3,title matches=2; skills matches=1; description matches=4,0.95,AI-assisted
learn Spanish for beginners,103,Français élémentaire 1,1,description matches=3,0.69,AI-assisted
learn Spanish for beginners,120,C Programming: Getting Started,2,skills matches=1; description matches=3,0.85,AI-assisted
learn Spanish for beginners,2195,Mathematics for Machine Learning: Linear Algebra,3,title matches=2; skills matches=2; subject matches=1; description matches=2; level match=Beginner,0.95,AI-assisted
learn Spanish for beginners,2253,Machine Learning Foundations for Product Managers,3,title matches=2; skills matches=2; subject matches=1; description matches=2; level match=Beginner,0.95,AI-assisted
learn Spanish for beginners,4702,Reinforcement Learning in Finance,3,title matches=2; skills matches=2; subject matches=1; description matches=2,0.95,AI-assisted
learn Spanish for beginners,4744,Microsoft Azure Machine Learning for Data Scientists,3,title matches=2; skills matches=2; subject matches=1; description matches=2,0.95,AI-assisted
learn Spanish for beginners,6633,Deep Learning and Reinforcement Learning,3,title matches=2; skills matches=2; subject matches=1; description matches=2,0.95,AI-assisted
learn Spanish for beginners,23231,Machine Learning and Reinforcement Learning in Finance,3,title matches=2; skills matches=2; subject matches=1,0.95,AI-assisted
English grammar and vocabulary,23269,Learn English: Advanced Grammar and Punctuation,3,title matches=3; skills matches=2,0.95,AI-assisted
English grammar and vocabulary,23294,Learn English: Intermediate Grammar,3,title matches=2; skills matches=2,0.95,AI-assisted
English grammar and vocabulary,23329,Academic English: Writing,2,title matches=1; skills matches=2,0.95,AI-assisted
English grammar and vocabulary,1733,English for Business Networking,3,title matches=1; skills matches=3; description matches=4,0.95,AI-assisted
English grammar and vocabulary,23470,Learn English: Beginning Grammar,2,title matches=2,0.93,AI-assisted
English grammar and vocabulary,3989,Tricky English Grammar,3,title matches=2; skills matches=2; description matches=3,0.95,AI-assisted
English grammar and vocabulary,115,Upper-Intermediate English: Business and Modern Life,3,title matches=2; skills matches=3; description matches=4,0.95,AI-assisted
English grammar and vocabulary,248,Basic Spanish 2: One Step Further,3,skills matches=3; description matches=4,0.95,AI-assisted
English grammar and vocabulary,268,Upper-Intermediate English: Business and Industry,3,title matches=2; skills matches=4; description matches=4,0.95,AI-assisted
English grammar and vocabulary,510,Upper-Intermediate English,3,title matches=1; skills matches=4; description matches=4,0.95,AI-assisted
English grammar and vocabulary,532,Basic Spanish,3,skills matches=3; description matches=4,0.95,AI-assisted
English grammar and vocabulary,599,Basic Spanish 3: Getting there,3,skills matches=4; description matches=4,0.95,AI-assisted
English grammar and vocabulary,362,English Grammar and Style,3,title matches=3; skills matches=2; description matches=2,0.95,AI-assisted
English grammar and vocabulary,1947,English and Soft Skills For Tech Professionals,3,title matches=2; skills matches=3; description matches=4,0.95,AI-assisted
English grammar and vocabulary,1346,Analyze Network Traffic with TCPDump,0,No strong topical match found.,0.45,AI-assisted
English grammar and vocabulary,1351,Networking,0,No strong topical match found.,0.45,AI-assisted
English grammar and vocabulary,1412,Psicología Criminal,0,No strong topical match found.,0.45,AI-assisted
English grammar and vocabulary,1385,How to Visualize Research Data in Tableau,0,No strong topical match found.,0.45,AI-assisted
programming for complete beginners,22549,Programming for Complete Beginners in C#,3,title matches=4; level match=Beginner,0.95,AI-assisted
programming for complete beginners,22409,Full Stack Programming for Complete Beginners in Python,3,title matches=4; level match=Beginner,0.95,AI-assisted
programming for complete beginners,23095,Java Programming for Complete Beginners,3,title matches=4; level match=Beginner,0.95,AI-assisted
programming for complete beginners,19163,Visual Basic .NET Programming for Complete Beginners,3,title matches=4; level match=Beginner,0.95,AI-assisted
programming for complete beginners,20212,Java Programming For Complete Beginners Using Eclipse IDE,3,title matches=4,0.95,AI-assisted
programming for complete beginners,19066,Python Programming Complete Beginners Course Bootcamp 2022,3,title matches=3,0.95,AI-assisted
programming for complete beginners,332,Python Basics for Data Science,3,title matches=1; skills matches=2; description matches=4,0.95,AI-assisted
programming for complete beginners,552,Information Technology (IT) Support PC,3,title matches=1; skills matches=1; description matches=4,0.95,AI-assisted
programming for complete beginners,717,"Introduction to Containers, Kubernetes and OpenShift",3,skills matches=2; description matches=4,0.95,AI-assisted
programming for complete beginners,2608,JavaScript Programming Essentials,3,title matches=1; skills matches=1; description matches=4; level match=Beginner,0.95,AI-assisted
programming for complete beginners,2875,Introduction to Generative AI,2,skills matches=1; description matches=3; level match=Beginner,0.93,AI-assisted
programming for complete beginners,3528,Getting Started with Front-End and Web Development,2,description matches=4; level match=Beginner,0.85,AI-assisted
programming for complete beginners,5720,Biology Meets Programming: Bioinformatics for Beginners,3,title matches=3; skills matches=2; description matches=2; level match=Beginner,0.95,AI-assisted
programming for complete beginners,2742,Introduction to R Programming for Data Science,3,title matches=2; skills matches=2; subject matches=1; description matches=3; level match=Beginner,0.95,AI-assisted
programming for complete beginners,3726,Preparing for the SAS Programming Certification Exam,3,title matches=2; skills matches=2; subject matches=1; description matches=2,0.95,AI-assisted
programming for complete beginners,3936,Practicing for the SAS Programming Certification Exam,3,title matches=2; skills matches=2; subject matches=1; description matches=2,0.95,AI-assisted
programming for complete beginners,19032,JAVA Programming for Beginners - The Complete Course,3,title matches=4,0.95,AI-assisted
programming for complete beginners,65,Introduction to Networking and Storage,2,level match=Beginner Level,0.53,AI-assisted
intro to data analysis with Excel,13061,Stock Technical Analysis with Excel,3,title matches=4,0.95,AI-assisted
intro to data analysis with Excel,12536,Stock Fundamental Analysis with Excel,3,title matches=4,0.95,AI-assisted
intro to data analysis with Excel,14408,Beginner to Pro - Financial Analysis in Excel 2017,3,title matches=3,0.95,AI-assisted
intro to data analysis with Excel,12742,Investment Portfolio Analysis with Excel,3,title matches=3,0.95,AI-assisted
intro to data analysis with Excel,14276,Excel Crash Course: Master Excel for Financial Analysis,2,title matches=2,0.93,AI-assisted
intro to data analysis with Excel,464,Excel Basics for Data Analysis,3,title matches=3; subject matches=2; description matches=5; level match=Beginner Level,0.95,AI-assisted
intro to data analysis with Excel,66,Applied Data Analysis and Visualisation for Business,3,title matches=2; skills matches=4; description matches=6,0.95,AI-assisted
intro to data analysis with Excel,86,Using Python for Research,3,subject matches=2; description matches=4,0.95,AI-assisted
intro to data analysis with Excel,271,Real Estate Financial Analytics,3,skills matches=4; description matches=6,0.95,AI-assisted
intro to data analysis with Excel,306,Data Visualization and Building Dashboards with Excel and Cognos,3,title matches=3; skills matches=3; subject matches=2; description matches=5,0.95,AI-assisted
intro to data analysis with Excel,309,Analyzing Data with Excel,3,title matches=3; skills matches=3; subject matches=2; description matches=6,0.95,AI-assisted
intro to data analysis with Excel,338,Excel for Beginners,3,title matches=1; skills matches=4; subject matches=2; description matches=4,0.95,AI-assisted
intro to data analysis with Excel,2926,Introduction to Data Analysis Using Excel,3,title matches=5; skills matches=4; description matches=6,0.95,AI-assisted
intro to data analysis with Excel,388,Introduction to Probability and Data with R,3,title matches=4; skills matches=3; subject matches=2; description matches=4; level match=Beginner Level,0.95,AI-assisted
intro to data analysis with Excel,649,Data Processing and Analysis with Excel,3,title matches=4; skills matches=3; subject matches=2; description matches=5,0.95,AI-assisted
intro to data analysis with Excel,933,Introduction to Transforming with Data Analytics and the Digital Organization,3,title matches=4; skills matches=3; subject matches=2; description matches=3,0.95,AI-assisted
intro to data analysis with Excel,1496,Data Analysis Basics with Excel and R,3,title matches=4; skills matches=3; subject matches=2; description matches=4,0.95,AI-assisted
intro to data analysis with Excel,2925,Introduction to Data Analysis using Microsoft Excel,3,title matches=5; skills matches=3; description matches=5,0.95,AI-assisted
advanced machine learning model deployment,21363,Machine Learning Deep Learning model deployment,3,title matches=4,0.95,AI-assisted
advanced machine learning model deployment,19009,A to Z (NLP) Machine Learning Model building and Deployment.,3,title matches=4,0.95,AI-assisted
advanced machine learning model deployment,20874,Testing and Monitoring Machine Learning Model Deployments,3,title matches=4,0.95,AI-assisted
advanced machine learning model deployment,21600,Machine Learning From Basic to Advanced,3,title matches=3,0.95,AI-assisted
advanced machine learning model deployment,22500,Machine Learning- From Basics to Advanced,3,title matches=3,0.95,AI-assisted
advanced machine learning model deployment,24644,Advanced Machine Learning with TensorFlow on Google Cloud Platform,3,title matches=3; level match=Advanced,0.95,AI-assisted
advanced machine learning model deployment,662,MLOps for Scaling TinyML,3,skills matches=3; description matches=5; level match=Advanced,0.95,AI-assisted
advanced machine learning model deployment,1572,Applied Tiny Machine Learning (TinyML) for Scale,3,"title matches=2; skills matches=2; description matches=4; level match=Intermediate, Advanced",0.95,AI-assisted
advanced machine learning model deployment,1604,Large Language Model Operations (LLMOps),3,"title matches=1; skills matches=2; description matches=4; level match=Introductory, Advanced, Intermediate",0.95,AI-assisted
advanced machine learning model deployment,2223,Production Machine Learning Systems,3,title matches=2; skills matches=3; description matches=4; level match=Advanced,0.95,AI-assisted
advanced machine learning model deployment,2559,Launching Machine Learning: Delivering Operational Success with Gold Standard ML Leadership,3,title matches=2; skills matches=4; description matches=4,0.95,AI-assisted
advanced machine learning model deployment,2875,Introduction to Generative AI,3,skills matches=3; description matches=3,0.95,AI-assisted
advanced machine learning model deployment,3643,Machine Learning Models in Science,3,title matches=3; skills matches=4; description matches=4,0.95,AI-assisted
advanced machine learning model deployment,3780,Predictive Modeling and Machine Learning with MATLAB,3,title matches=3; skills matches=4; description matches=4,0.95,AI-assisted
advanced machine learning model deployment,8777,MLOps in R: Deploying machine learning models using vetiver,3,title matches=3; skills matches=4; description matches=4,0.95,AI-assisted
advanced machine learning model deployment,1071,Modelos predictivos con Machine Learning,3,title matches=3; skills matches=3; description matches=3,0.95,AI-assisted
advanced machine learning model deployment,6278,Create Machine Learning Models in Microsoft Azure,3,title matches=3; skills matches=3; description matches=4,0.95,AI-assisted
advanced machine learning model deployment,8090,Prerequisites and Advanced Machine Learning for NLP,3,title matches=3; skills matches=3; description matches=4,0.95,AI-assisted
advanced cloud security engineering,7515,Securing Google Cloud Compute with Prisma Cloud,3,title matches=1; skills matches=3; description matches=1; level match=Advanced,0.95,AI-assisted
advanced cloud security engineering,23736,Cybersecurity Fundamentals,2,title matches=1; skills matches=2,0.95,AI-assisted
advanced cloud security engineering,23762,Security in Google Cloud,3,title matches=2; skills matches=3,0.95,AI-assisted
advanced cloud security engineering,10890,Getting Started with Cloud KMS,3,title matches=1; skills matches=3; description matches=3,0.95,AI-assisted
advanced cloud security engineering,15582,VPC Networks - Controlling Access,2,skills matches=3; description matches=1,0.95,AI-assisted
advanced cloud security engineering,5005,Put It All Together: Prepare for a Cloud Security Analyst Job,3,title matches=2; skills matches=3; description matches=2,0.95,AI-assisted
advanced cloud security engineering,1477,Full Stack Application Development,3,"skills matches=3; subject matches=1; description matches=3; level match=Introductory, Intermediate, Advanced",0.95,AI-assisted
advanced cloud security engineering,1567,IT Project Manager,2,"skills matches=2; description matches=3; level match=Introductory, Advanced, Intermediate",0.95,AI-assisted
advanced cloud security engineering,2215,Network Principles in Practice: Cloud Networking,3,title matches=1; skills matches=3; description matches=2,0.95,AI-assisted
advanced cloud security engineering,2217,Network Security,3,title matches=1; skills matches=3; description matches=3,0.95,AI-assisted
advanced cloud security engineering,2362,Natural Language Processing in Microsoft Azure,2,skills matches=2; description matches=2,0.93,AI-assisted
advanced cloud security engineering,3167,Industrial IoT Markets and Security,3,title matches=1; skills matches=3; description matches=4,0.95,AI-assisted
advanced cloud security engineering,2722,Introduction to Security Principles in Cloud Computing,3,title matches=2; skills matches=3; description matches=2,0.95,AI-assisted
advanced cloud security engineering,3385,Hands-On Labs in Google Cloud for Security Engineers,3,title matches=2; skills matches=3; description matches=2,0.95,AI-assisted
advanced cloud security engineering,3769,Preparing for Your Professional Cloud Security Engineer Journey,3,title matches=2; skills matches=3; description matches=2,0.95,AI-assisted
advanced cloud security engineering,3971,Trust and Security with Google Cloud,3,title matches=2; skills matches=3; description matches=2,0.95,AI-assisted
advanced cloud security engineering,4091,Security Best Practices in Google Cloud,3,title matches=2; skills matches=3; description matches=2,0.95,AI-assisted
advanced cloud security engineering,4466,Mitigating Security Vulnerabilities on Google Cloud,3,title matches=2; skills matches=3; description matches=2,0.95,AI-assisted
AWS certification preparation,20310,Flowgear Technical Certification,1,title matches=1,0.69,AI-assisted
AWS certification preparation,19714,Introduction to Docker and the DCA Certification,1,title matches=1,0.69,AI-assisted
AWS certification preparation,18418,AWS RDS for DBAs,1,title matches=1,0.69,AI-assisted
AWS certification preparation,20954,Developing with S3: AWS with Python and Boto3 Series,1,title matches=1,0.69,AI-assisted
AWS certification preparation,22163,PySpark & AWS: Master Big Data With PySpark and AWS,1,title matches=1,0.69,AI-assisted
AWS certification preparation,21733,Complete guide to AWS Step Functions,1,title matches=1,0.69,AI-assisted
AWS certification preparation,13237,"AWS Visualization, Security, and Exam Preparation",3,title matches=2; skills matches=1; description matches=3; certification match=Unknown,0.95,AI-assisted
AWS certification preparation,13270,AWS Tutorial: AWS Solutions Architect & SysOps Administrator,3,title matches=1; skills matches=1; description matches=3; certification match=Unknown,0.95,AI-assisted
AWS certification preparation,13928,Architecting in AWS,2,title matches=1; description matches=3; certification match=Unknown,0.95,AI-assisted
AWS certification preparation,15881,Transfer Pricing: Basic concepts and compliances,2,description matches=3; certification match=Unknown,0.77,AI-assisted
AWS certification preparation,11,Architecting with Google Compute Engine Specialization,2,description matches=2; certification match=Shareable Certificate,0.69,AI-assisted
AWS certification preparation,202,AWS Cloud Practitioner Essentials,2,title matches=1; skills matches=1; description matches=2; certification match=Unknown,0.95,AI-assisted
AWS certification preparation,5298,AWS Database Specialty Certification,3,title matches=2; skills matches=1; description matches=1; certification match=Unknown,0.95,AI-assisted
AWS certification preparation,4218,Scrum Master Certification Exam Preparation,3,title matches=2; description matches=2; certification match=Unknown,0.95,AI-assisted
AWS certification preparation,4400,Talend Data Integration Certification Preparation training,3,title matches=2; description matches=2; certification match=Unknown,0.95,AI-assisted
AWS certification preparation,7281,Snowflake - SnowPro Core Certification Preparation,3,title matches=2; description matches=2; certification match=Unknown,0.95,AI-assisted
AWS certification preparation,10722,Google Ads Search Certification Preparation,2,title matches=2; description matches=1; certification match=Unknown,0.95,AI-assisted
AWS certification preparation,19,Algorithms Specialization,2,certification match=Shareable Certificate,0.53,AI-assisted
CompTIA Security+ practice,6449,Cybersecurity Assessment: CompTIA Security+ & CYSA+,3,title matches=2; skills matches=3; description matches=3,0.95,AI-assisted
CompTIA Security+ practice,889,Cybersecurity Analyst Assessment: Security+ & CySA+ Practice,3,title matches=2; skills matches=2; description matches=1,0.95,AI-assisted
CompTIA Security+ practice,23652,CompTIA a+_ network,2,title matches=1; skills matches=1,0.85,AI-assisted
CompTIA Security+ practice,23651,CompTIA a+_ cyber,2,title matches=1; skills matches=1,0.85,AI-assisted
CompTIA Security+ practice,23657,Preparation for CompTIA A+ Certification,1,title matches=1,0.69,AI-assisted
CompTIA Security+ practice,6114,CompTIA Security+ 701,3,title matches=2; skills matches=1; description matches=3,0.95,AI-assisted
CompTIA Security+ practice,890,IT Support Case Studies,2,skills matches=1; description matches=3,0.85,AI-assisted
CompTIA Security+ practice,1495,Cybersecurity Analyst,3,title matches=1; skills matches=2; description matches=3,0.95,AI-assisted
CompTIA Security+ practice,2852,Introduction to Hardware and Operating Systems,1,description matches=3,0.69,AI-assisted
CompTIA Security+ practice,3923,Practice Exam for CompTIA ITF+ Certification,3,title matches=2; skills matches=1; description matches=3,0.95,AI-assisted
CompTIA Security+ practice,3930,Practice Exams for CompTIA A+ Certification: Core 1 & Core 2,3,title matches=2; skills matches=1; description matches=3,0.95,AI-assisted
CompTIA Security+ practice,3927,Practice Exam for ISC2 Certified in Cybersecurity (CC),3,title matches=2; skills matches=1; description matches=2,0.95,AI-assisted
CompTIA Security+ practice,4091,Security Best Practices in Google Cloud,3,title matches=2; skills matches=1; description matches=2,0.95,AI-assisted
CompTIA Security+ practice,34,Dasar-Dasar Dukungan Teknis,0,No strong topical match found.,0.45,AI-assisted
CompTIA Security+ practice,39,IBM Technical Support Professional Certificate,0,No strong topical match found.,0.45,AI-assisted
CompTIA Security+ practice,47,Seluk Beluk Jaringan Komputer,0,No strong topical match found.,0.45,AI-assisted
CompTIA Security+ practice,44,Networking in Google Cloud: Defining and Implementing Networks,0,No strong topical match found.,0.45,AI-assisted
CompTIA Security+ practice,23,Natural Language Processing Specialization,0,No strong topical match found.,0.45,AI-assisted
